Identificador,ENSINO-MEDIO-SEGUNDO-GRAU,Instituição,Início,Fim,CURSO-TECNICO-PROFISSIONALIZANTE,Instituição,Início,Fim,GRADUACAO,Instituição,Início,Fim,ESPECIALIZACAO,Instituição,Início,Fim,MESTRADO,Instituição,Início,Fim,DOUTORADO,Instituição,Início,Fim
,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1995,2000,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,,,,
4033985075685023,,,,,,Escola Estadual Técnico Industrial Professor Fontes,1996,1999,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2006,,,,,Programa De Pós-graduação Em Engenharia Elétrica,Universidade Federal de Minas Gerais,2010,2012,,,,
4041165991466435,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1980,1982,Física,Universidade Federal de Minas Gerais,1985,1991,,,,,Ciências Técnicas Nucleares,Universidade Federal de Minas Gerais,2006,2008,Ciências Técnicas Nucleares,Universidade Federal de Minas Gerais,2008,
4042083363433603,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2013,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2018,,,,,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2018,2020,,,,
4043943496035954,,,,,,,,,Engenharia Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2014,,,,,Ciências E Tecnologias Espaciais,Instituto Tecnológico de Aeronáutica,2014,2017,,,,
4051747910475703,,,,,,,,,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2018,,,,,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2019,2021,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2021,
4062802367989237,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,2008,2012,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
4063892372639134,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2011,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2015,,,,
4066601599785909,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,Ciência Da Computação,Universidade Federal de Minas Gerais,2007,2010,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2011,2013,,,,
4073086963259949,,,,,,,,,Programa Especial De Formação De Docente,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2017,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
4076132562533854,,,,,Mecânica Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2010,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2011,2015,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
4079528074555281,,,,,,,,,Ecologia,Centro Universitário de Belo Horizonte,2005,2009,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,,,,
4081332740765400,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Sistemas De Informação,Pontifícia Universidade Católica de Minas Gerais,2006,2009,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2010,2012,,,,
4087986218856677,,,,, Mecânico,Centro Federal de Educação Tecnológica de Minas Gerais,1981,1984,Engenharia Industrial Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,1985,1989,,,,,Mestrado Engenharia Mecânica,Pontifícia Universidade Católica de Minas Gerais,2001,2003,,,,
4099771841639453,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1990,1992,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2006,,,,,Administração,Universidade FUMEC,2010,2012,,,,
4103600774975142,,,,,,,,,Ciência Da Computação,Universidade Federal de Lavras,2000,2004,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
4111887768071205,,,,,,,,,Licenciatura Plena Em Matemática,Fundação Educacional Monsenhor Messias,1995,1998,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2005,,,,
4113017062897401,,,,,,,,,Arquitetura,Universidade do Vale do Paraíba,2002,2006,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,Geotecnia,Universidade Federal de Ouro Preto,2016,
4118274572113727,,,,,,,,,Ingenieria Civil,Universidad Autónoma de Santo Domingo,2005,2011,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
4133149591919065,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2004,2007,Ciência Da Computação,Universidade Federal de Minas Gerais,2008,2012,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2013,2015,,,,
4148560644440060,,,,,Mineração,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2010,Engenharia De Minas,Universidade Federal de Ouro Preto,2011,2017,,,,,Engenharia Mineral,Universidade Federal de Ouro Preto,2017,2019,,,,
4160241755975383,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2011,Farmácia,Universidade Federal de Minas Gerais,2012,2017,,,,,Saúde Pública,Universidade Federal de Minas Gerais,2018,2020,,,,
4160696912723367,,,,,Saneamento,Centro Federal de Educação Tecnológica de Minas Gerais,1996,1999,Engenharia Civil,Universidade Federal de Minas Gerais,2002,2008,,,,,Construção Civil,Universidade Federal de Minas Gerais,2012,2015,,,,
4165174989611695,,,,,Edificações,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2007,Engenharia Civil,Universidade Federal de Minas Gerais,2008,2012,"Master Internacional Em Bim Management Para Infraestruturas, Engenharia Civ",Zigurat,2020,,Construção Civil,Universidade Federal de Minas Gerais,2016,2018,,,,
4177740105153544,,,,,Mecânica,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2011,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2012,2017,,,,,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",Centro de Desenvolvimento da Tecnologia Nuclear,2018,2020,Química,Universität Konstanz,2020,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1980,1984,Farmácia,Universidade Federal de Minas Gerais,1985,1989,,,,,Ciênc.da Saúde (infectologia E Medicina Tropical),Universidade Federal de Minas Gerais,2006,2009,,,,
4181476403202112,,,,,,,,,Pedagogia,Universidade FUMEC,2005,2008,Mba Em Gestão Escolar,Universidade de São Paulo,2018,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,,,,
4186096587571511,,,,,,,,,Jornalismo (29901),Pontifícia Universidade Católica de Minas Gerais,2010,,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2020,
4189263795838669,,,,,,,,,Engenharia De Automação Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2020,,,,,,Filosofia,Universidade Estadual de Campinas,2016,2018,,,,
4210848804313468,,,,,,,,,Pedagogia,Universidade do Estado de Minas Gerais,2012,2015,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,,,,
4222377564959203,,,,,,,,,Matemática - Complementação Pedagógica,Faculdade Internacional Signorelli,2018,2019,Mba Em Gestão Da Tecnologia Da Informação,Faculdade Anhanguera,2014,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
4239050644068438,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,1993,1995,Química,Universidade Federal de Minas Gerais,1998,2003,,,,,"C & T Das Radiações, Minerais E Materiais",Centro de Desenvolvimento da Tecnologia Nuclear,2006,2008,,,,
4239314925513636,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1997,1999,Ciência Da Computação,Universidade Federal de Minas Gerais,2003,2008,,,,,Ciência Da Computação,Universidade Federal de Minas Gerais,2009,2011,,,,
4252362272988875,,,,,,,,,Engenharia Industrial Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,1983,1989,,,,,Engenharia Metalúrgica E De Minas,Universidade Federal de Minas Gerais,1993,1996,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1995,1998,Física,Universidade Federal de Minas Gerais,2000,2003,,,,,Educação Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2008,,,,
4265484403528911,,,,,Saneamento,Centro Federal de Educação Tecnológica de Minas Gerais,1994,1996,Ciências,Pontifícia Universidade Católica de Minas Gerais,1997,2001,,,,,Mestrado Profissional Em Ensino De Biologia Em Rede Nacional 32001010175p5,Universidade Federal de Minas Gerais,2017,2019,,,,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1987,1989,Engenharia Mecanica E De Automóveis,Instituto Militar de Engenharia,1994,1998,,,,,Engenharia Mecânica,Instituto Militar de Engenharia,2002,2004,,,,
4283074963971874,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2009,Engenharia Química,Universidade Federal de São João Del-Rei,2010,2015,,,,,Engenharia Química,Universidade Federal de Minas Gerais,2017,2019,,,,
4294802205300085,,,,,,,,,Engeharia Mecanica,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2012,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,,,,
4304545444551660,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2016,,,,,Engenharia Mecânica,Universidade Federal de Uberlândia,2016,2018,Engenharia Mecânica,Universidade Federal de Uberlândia,2018,
4325582561181007,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2003,Matemática - Licenciatura,FAVENI-FACULDADE VENDA NOVA DO IMIGRANTE,2020,2021,,,,,Engenharia Elétrica,Universidade Federal de Minas Gerais,2015,2017,,,,
4332723786913534,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2004,Engenharia Química,Universidade Federal de Minas Gerais,2007,2011,,,,,Engenharia Química,Universidade Federal de Minas Gerais,2012,2014,Sustainable Energy Systems,Lappeenranta University of Technology,2014,
4338246629029499,,,,,,,,,Letras,Instituto Educacional Cecília Maria de Melo Barcelos,2002,2006,Educação Profissional Integrada À Ed.jovens E Adu,Centro Federal de Educação Tecnológica de Minas Gerais,2010,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,2020,,,,
4341763615784674,,,,,,,,,Engenharia De Controle E Automação,Centro Federal de Educação Tecnológica de Minas Gerais,2009,2014,,,,,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2015,2017,Engenharia Elétrica,Universidade Federal de Juiz de Fora,2020,
4373059548375461,,,,,,,,,Relações Internacionais,Pontifícia Universidade Católica de Minas Gerais,2006,2011,,,,,Relações Internacionais,Pontifícia Universidade Católica de Minas Gerais,2012,2015,Estudo De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2018,
,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,1999,2001,Ciência Da Computação,Universidade Federal de Minas Gerais,2002,2006,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2007,2010,,,,
4412572566624277,,,,,,,,,Engenharia Mecânica,Universidade Federal de São João Del-Rei,2011,2017,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2017,2019,Programa De Pós-graduação Em Engenharia Mecânica - Ufmg,Universidade Federal de Minas Gerais,2021,
,,,,,Eletrônica,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,Ciência Da Computação,Universidade Federal de Minas Gerais,2004,2008,,,,,Ciências Da Computação,Universidade Federal de Minas Gerais,2009,2011,,,,
4443432601871977,,,,,,,,,Programa Especial De Formação Pedagógica Docentes,Centro Federal de Educação Tecnológica de Minas Gerais,2003,2003,,,,,Extensão Rural,Universidade Federal de Viçosa,2016,2018,,,,
4453549380479243,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2013,2015,,,,
4487211577813266,,,,,,,,,Química Tecnológica,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2019,,,,,Programa De Pós Graduação Multicêntrico Em Química De Minas Gerais,Centro Federal de Educação Tecnológica de Minas Gerais,2019,2021,Programa De Pós Graduação Multicêntrico Em Química De Minas Gerais,Centro Federal de Educação Tecnológica de Minas Gerais,2021,
4500238036424665,,,,,,,,,Licenciatura Plena Ensino Química,Centro Federal de Educação Tecnológica de Minas Gerais,1981,1983,,,,,,Universidade Federal de Minas Gerais,2009,2011,,,,
4504589250197658,,,,,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2014,2016,Engenharia Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2017,
4508679646762464,,,,,,,,,Quimica,Fundação Universidade de Itaúna,2006,2009,Ead E As Novas Tecnologias Educacionais,Centro Universitário de Maringá,2017,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2013,,,,
4528635282626175,,,,,,,,,Engenharia De Produção Civil,Centro Federal de Educação Tecnológica de Minas Gerais,2008,2013,,,,,"Saneamento, Meio Ambiente E Recursos Hídricos",Universidade Federal de Minas Gerais,2015,2017,,,,
4530840116900566,,,,,,,,,Engenharia De Energia,Pontifícia Universidade Católica de Minas Gerais,2007,2012,,,,,Engenharia Da Energia - Cefet/mg - Ufsj,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2016,,,,
4533031068447712,,,,,Informática Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2002,Ciência Da Computação,Universidade Federal de Minas Gerais,2003,,,,,,Ciência Da Informação,Universidade Federal de Minas Gerais,2007,2009,,,,
4546069313977800,,,,,,Escola Técnica Federal do Espírito Santo,1978,1980,Licenciatura Plena Para A Formação De Professores,Centro Federal de Educação Tecnológica de Minas Gerais,1988,1989,,,,,Maestría En Pedagogía Profesional,Instituto Superior Pedagógico para la Educación Técnica y Profesional,2000,2003,,,,
4551952470979072,,,,,,,,,Ciência Da Computação,Universidade Federal de Ouro Preto,1996,1999,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2001,2003,Gestão & Organização Do Conhecimento,Universidade Federal de Minas Gerais,2019,
4552550214334379,,,,,Química Industrial,Centro Federal de Educação Tecnológica de Minas Gerais,2002,2005,Ciencias Biológicas,Universidade Federal de Minas Gerais,2006,2010,,,,,Biologia Vegetal,Universidade Federal de Minas Gerais,2011,2013,,,,
4553553772075790,,,,,Química,Centro Federal de Educação Tecnológica de Minas Gerais,2006,2008,Engenharia Metalúrgica,Universidade Federal de Minas Gerais,2010,2015,,,,,Engenharia De Materiais,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Quimica,Universidade Federal de Minas Gerais,2020,
4563758203231227,,,,,,,,,Administração De Empresas,Faculdade de Ciências Econômicas Administrativas e Contábeis de Belo Horizo,1990,1994,,,,,Tecnologia,Centro Federal de Educação Tecnológica de Minas Gerais,2000,2002,,,,
4578101211935991,,,,,,Centro Federal de Educação Tecnológica de Minas Gerais,2007,2011,Engenharia De Computação,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2016,,,,,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2016,2018,Modelagem Matemática E Computacional,Centro Federal de Educação Tecnológica de Minas Gerais,2019,
4581844090075900,,,,,,,,,Letras,Universidade Federal de Minas Gerais,2005,2009,,,,,Estudos De Linguagens,Centro Federal de Educação Tecnológica de Minas Gerais,2015,2017,,,,
4582617053265743,,,,,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2005,2009,,,,,Engenharia Elétrica,Centro Federal de Educação Tecnológica de Minas Gerais,2010,2012,Programa De Pós-graduação Em Engenharia Elétrica,Universidade Federal de Minas Gerais,2018,
