Identificador,Cidade de Origem,Estado de Origem,País de Origem,Instituição de Atuação,Cidade de Atuação,Estado de Atuação,País de Atuação
8032106763743620,Recife,PE,Brasil,Universidade de Brasília,Brasília,DF,Brasil
8043325346556259,Ipatinga,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8048555547352717,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8052058732175748,São Paulo,SP,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
8055323136184595,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8058052532279136,Porto Alegre,RS,Brasil,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,RS,Brasil
8062611479303200,Rio de Janeiro,RJ,Brasil,Universidade Federal Fluminense,Niterói,RJ,Brasil
8065417966435303,Itapira,SP,Brasil,Universidade Estadual do Oeste do Paraná,Toledo,PR,Brasil
8068967021078220,Rio de Janeiro,RJ,Brasil,Universidade de São Paulo,São Carlos,SP,Brasil
8079874304207115,PELOTAS,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8080838290715777,BELEM,PA,Brasil,Instituto Evandro Chagas,Belem,PA,Brasil
8096137469504688,Altônia,PR,Brasil,Universidade Estadual do Oeste do Paraná,Marechal Candido Rondon,PR,Brasil
8096740977759756,Jardim do Seridó,RN,Brasil,Universidade Federal de Campina Grande,Patos,PB,Brasil
8102993969523532,Jacarezinho,PR,Brasil,Laboratório Nacional de Computação Científica,Petrópolis,RJ,Brasil
8103998556619871,Rio de Janeiro,RJ,Brasil,Museu Paraense Emílio Goeldi,Belém,PA,Brasil
8104194413497845,Jequié,BA,Brasil,Universidade do Estado da Bahia,Salvador,BA,Brasil
8115127075994601,Lambari,MG,Brasil,Universidade Federal de Viçosa,Rio Paranaíba,MG,Brasil
8115160528911145,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
8115820958390261,Porto Alegre,RS,Brasil,Fundação Getúlio Vargas,Rio de Janeiro,RJ,Brasil
8121082379157248,Restinga Seca,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
8125009165007422,Recife,PE,Brasil,Universidade Federal Rural de Pernambuco,Serra Talhada,PE,Brasil
8129813828982829,Rio de Janeiro,RJ,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
8135896270067246,Araraquara,SP,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
8143800826985556,Angra dos Reis,RJ,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
8146874185762544,,,Brasil,Fundação Getulio Vargas - SP,Sao Paulo,SP,Brasil
8150880476098677,Manhuaçu,MG,Brasil,Universidade Federal de Itajubá,Itajubá,MG,Brasil
8153758173673961,Curitiba,PR,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
8156012904000790,Campina Grande,PB,Brasil,Universidade Federal da Paraíba,Bananeiras,PB,Brasil
8158732509142272,Curitiba,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
8160347007286967,São Paulo,SP,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8168905928139438,Uberlândia,MG,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
8170349662210452,Buenos Aires,,Argentina,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8172124241767828,Pelotas,RS,Brasil,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,RS,Brasil
8175059045027748,Adamantina,SP,Brasil,Universidade de Brasília,Brasília,DF,Brasil
8178867411563243,São José do Norte,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8186505996839085,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8193454290644430,Ipatinga,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
8193784842843418,Santiago do Chile,,Chile,Universidade Estadual de Campinas,Campinas,SP,Brasil
8194466311190528,ROMA,,Itália,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8199384500642892,MONTE CARMELO,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8206427476887399,Jaboticabal,SP,Brasil,Universidade de Brasília,Brasília,DF,Brasil
8208709281906563,Maringá,PR,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
8215754365980649,Aimorés,MG,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
8215976645016606,sao paulo,,Polônia,Universidade Estadual Paulista Júlio de Mesquita Filho,São Paulo,SP,Brasil
8224498867270799,TRES ARROIOS,RS,Brasil,Universidade Regional Integrada do Alto Uruguai e das Missões,Erechim,RS,Brasil
8224658682910588,Rio de Janeiro,RJ,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
8226520527104927,Independência,RS,Brasil,Universidade do Estado de Santa Catarina,Joinville,SC,Brasil
8226529794937801,Santo Antonio do Monte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8227771331126028,Tubarão,SC,Brasil,Pontifícia Universidade Católica do Paraná,Curitiba,PR,Brasil
8228010543041248,Rio de Janeiro,DF,Brasil,Universidade de Brasília,Brasília,DF,Brasil
8228812852165567,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8231371844466982,Maragogipe,BA,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Cruz das Almas,BA,Brasil
8232639819367801,Porto Alegre,RS,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
8233274580269481,Conceição das Alagoas,MG,Brasil,Universidade Estadual do Sudoeste da Bahia,Itapetinga,BA,Brasil
8238208232722890,Venâncio Aires,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8240034013281714,Cajuri,MG,Brasil,Universidade Federal de Viçosa,Vicosa,MG,Brasil
8242023243682161,Altos,PI,Brasil,Universidade Federal do Piauí,Teresina,PI,Brasil
8243001226255815,Belo Horizonte,MG,Brasil,Jornal O Cometa Itabirano
8244055079402116,São Paulo,SP,Brasil,Universidade Estadual do Sudoeste da Bahia,Itapetinga,BA,Brasil
8246131317396176,ARARAQUARA,SP,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8247182921769589,Bambuí,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8249061910928115,Sossego,PB,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
8250309915750628,Verê,PR,Brasil,Universidade Tecnológica Federal do Paraná,Dois Vizinhos,PR,Brasil
8251643344377056,Rio do Sul,SC,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
8258858460621065,Campinas,SP,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
8267128111208692,Maringá,PR,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
8269757332399292,São Paulo,SP,Brasil,Museu Paraense Emílio Goeldi,Belem,PA,Brasil
8270098064510774,Rio de Janeiro,RJ,Brasil,Universidade de Brasília,Brasilia,DF,Brasil
8271659856741715,Piraúba,MG,Brasil,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Campos dos Goytacazes,RJ,Brasil
8273173254016872,Ibitinga,SP,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
8275483858862408,Belém,PA,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
8278472628252508,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8280601583280522,Cuiabá,MT,Brasil,Universidade Federal de Mato Grosso,Cuiabá,MT,Brasil
8287861610873629,Imperatriz,MA,Brasil,Universidade Federal do Maranhão,São Luís,MA,Brasil
8295625748916004,Viçosa,MG,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Porto Velho,RO,Brasil
8298227570138264,Vacaria,RS,Brasil,Universidade Federal de Mato Grosso do Sul,Campo Grande,MS,Brasil
8304454301957911,SÃO LEOPOLDO,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
8307084456849136,Sananduva,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
8307874123800948,Rio de Janeiro,RJ,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
8314912075944522,Palmeira das Missões,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8315534963507689,Rio de Janeiro,RJ,Brasil,Universidade Estadual de Maringá,Maringa,PR,Brasil
8319326553139808,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
8320859528232885,Santa Maria,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8321004413233815,Jerusalém,,Jordânia,Universidade Federal de Pernambuco,Recife,PE,Brasil
8321217605166123,Maceió,AL,Brasil,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
8326756664758702,Recife,PE,Brasil,Universidade Federal Rural de Pernambuco,Recife,PE,Brasil
8328754543048690,Lavras,MG,Brasil,Universidade Estadual de Londrina,Londrina,PR,Brasil
8329331580110901,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8336639598192811,Teresina,PI,Brasil,Universidade Federal do Maranhão,Chapadinha,MA,Brasil
8336705133403404,São José dos Campos,SP,Brasil,Universidade Federal de São Carlos,São Carlos,SP,Brasil
8338204270737352,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8341612542504580,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8341617023595132,Rio de Janeiro,RJ,Brasil,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,Rio de Janeiro,RJ,Brasil
8342883361739081,Jundiai,SP,Brasil,Horticultura Brasileira
8347426074504871,Montes Claros,MG,Brasil,Universidade Estadual de Montes Claros,Montes Claros,MG,Brasil
8347588972615049,São Paulo,SP,Brasil,Universidade do Vale do Rio dos Sinos,São Leopoldo,RS,Brasil
8351301033142826,Propriá,SE,Brasil,Universidade Federal de Sergipe,Nossa Senhora da Glória,SE,Brasil
8352484284929824,Porto Ferreira,SP,Brasil,Universidade Federal de São Carlos,São Carlos,SP,Brasil
8361634712854107,Campina Grande,PB,Brasil,Universidade Federal do Vale do São Francisco,Petrolina,PE,Brasil
8361717016612632,Campina Grande,PB,Brasil,Universidade Federal de Campina Grande,Campina Grande,PB,Brasil
8368469162867277,Paracatú,MG,Brasil,Universidade Federal de Goiás,Goiânia,GO,Brasil
8369464483722617,Prata  - MG,MG,Brasil,Universidade de Brasília,Brasília,DF,Brasil
8371650330571261,CENTRAL,BA,Brasil,Universidade Estadual de Feira de Santana,Feira de Santana,BA,Brasil
8375210112682781,Leopoldina,MG,Brasil,Universidade Federal de Juiz de Fora,Juiz de Fora,MG,Brasil
8375441896375273,Nova Lima,MG,Brasil,Museu Paraense Emílio Goeldi,Belém,PA,Brasil
8388652849956928,Uberaba,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8390081359868622,Vila Velha,ES,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
8391627429679768,São Paulo,SP,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
8396001861092302,Bela Vista do Paraíso,PR,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8396727262741273,Campina Grande,PB,Brasil,Universidade Federal da Paraíba
8399257911324757,Brasília,DF,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8399881058983357,Uberlandia,MG,Brasil,Universidade Federal de Uberlândia,Uberlândia,MG,Brasil
8402643293660386,São João del Rei,MG,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Brasília,DF,Brasil
8407177208423247,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
8409575009099582,Paramirim,BA,Brasil,Universidade Federal de Alagoas,Maceió,AL,Brasil
8418729116626386,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8428410835702358,Niterói,RJ,Brasil,Universidade Federal Fluminense,Niteroi,RJ,Brasil
8430720903326399,Natal,RN,Brasil,Universidade Federal da Paraíba,João Pessoa,PB,Brasil
8432199070549609,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8434935867197930,São Paulo,SP,Brasil,Universidade Presbiteriana Mackenzie,São Paulo,SP,Brasil
8440044607836952,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8441249529400604,São Paulo,SP,Brasil,Centro Universitário da Fei,São Paulo,SP,Brasil
8441423152319919,Joinville,SC,Brasil,Universidade do Estado de Santa Catarina,Joinville,SC,Brasil
8443300958745785,Barbacena,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8447285280658452,Recife,PE,Brasil,Universidade Federal de Pernambuco
8460573638694827,João Monlevade,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8462831533501212,Florianópolis,SC,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
8467140172529712,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8467243260512730,Lavras,MG,Brasil,Universidade Estadual do Oeste do Paraná,Cascavel,PR,Brasil
8471506901710418,Mariana,MG,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
8472079174657098,,SP,Brasil,Instituto Butantan,São Paulo,SP,Brasil
8478741766449896,Echaporã,SP,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Brasília,DF,Brasil
8480645905948026,Bom Conselho,PE,Brasil,Universidade Federal do Recôncavo da Bahia,Cruz das Almas,BA,Brasil
8481385071338984,Cachoeiro de Itapemirim,ES,Brasil,Universidade Federal do Espírito Santo,Vitória,ES,Brasil
8486882484125774,Rio de Janeiro,RJ,Brasil,Comissão Nacional de Energia Nuclear,Rio de Janeiro,RJ,Brasil
8491359374260645,São Paulo,SP,Brasil,Revista Brasileira de Meteorologia
8492347905340293,Viçosa,MG,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8494412366544288,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8500335016228874,Estrela,RS,Brasil,Universidade do Vale do Rio dos Sinos,São Leopoldo,RS,Brasil
8505634095383289,Curitiba,PR,Brasil,Universidade Federal de Goiás,Goiânia,GO,Brasil
8515369021255534,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8521384605324445,Urussanga,SC,Brasil,Universidade do Vale do Itajaí,Itajai,SC,Brasil
8522324248097480,São Paulo,SP,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
8537150955145617,RIO DE JANEIRO,RJ,Brasil,Observatório Nacional,Rio de Janeiro,RJ,Brasil
8537174715205717,Ivorá,RS,Brasil,Universidade Franciscana,Santa Maria,RS,Brasil
8542940399953204,FORTALEZA,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
8543061247854357,Pelotas,RS,Brasil,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,RS,Brasil
8550161853747323,Guarapuava,PR,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
8559146085477218,Campina Grande,PB,Brasil,Universidade Federal de Campina Grande,Campina Grande,PB,Brasil
8562091525519918,Campina Grande,PB,Brasil,Universidade Federal de Campina Grande,Campina Grande,PB,Brasil
8564844746819651,Carmo do Rio Claro,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
8588362716481924,RIO DE JANEIRO,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8588589377152882,Curitiba,PR,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Brasília,DF,Brasil
8590140337571249,São carlos,SP,Brasil,Universidade Federal de Uberlândia,Uberlandia,MG,Brasil
8590492041554583,Palmeira das Missões,RS,Brasil,Universidade Estadual do Oeste do Paraná,Toledo,PR,Brasil
8594255215633547,São José do Rio Preto,SP,Brasil,Universidade de Brasília,Brasília,DF,Brasil
8599274656527722,São Paulo,SP,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8599356494482170,Neves Paulista,SP,Brasil,Instituto Agronômico de Campinas,Cordeirópolis,SP,Brasil
8600906973888297,Manaus,AM,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
8607852207828061,Iguatemi,MS,Brasil,Instituto Nacional de Pesquisas da Amazônia,Manaus,AM,Brasil
8611020242763828,Bento Gonçalves,RS,Brasil,Pontifícia Universidade Católica do Rio Grande do Sul,Porto Alegre,RS,Brasil
8614370501134799,SALVADOR,BA,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
8616017152145795,SOBRAL,CE,Brasil,Universidade Tecnológica Federal do Paraná,Curitiba,PR,Brasil
8616221767168388,Macaé,RJ,Brasil,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
8616796657243433,Québec,,Canadá,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
8618891960964827,Niterói,RJ,Brasil,"Universidade Federal dos Vales do Jequitinhonha e Mucuri, ICA - Unaí",Unaí,MG,Brasil
8621640564395100,Torino,,Itália,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8621754717783413,Governador Valadares,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
8624647938935556,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8628710115274949,Anápolis,GO,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
8629241691140049,Bagé,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
8632194987247868,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8635701096371109,,,Estados Unidos,Fundação Getúlio Vargas
8637344058859147,Rio Claro,SP,Brasil,Universidade Federal de São Carlos,São Carlos,SP,Brasil
8639778660295532,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,PORTO ALEGRE,RS,Brasil
8641384820246846,Pedro Osório RS,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
8645866158372993,Moscow,,Rússia,Instituto Nacional de Matemática Pura e Aplicada,Rio de Janeiro,RJ,Brasil
8648089123168415,Volta Redonda,RJ,Brasil,Universidade Federal Fluminense,Volta Redonda,RJ,Brasil
8648832739706331,São Lourenço,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
8649204954287770,Recife,PE,Brasil,Universidade Federal Rural de Pernambuco,Recife,PE,Brasil
8651276483668080,PORTO ALEGRE,RS,Brasil,Universidade do Vale do Rio dos Sinos,São Leopoldo,RS,Brasil
8653053694824805,Santiago,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
8655199308677059,Santafé de Bogotá,,Colômbia,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
8658473469051383,Niterói,RJ,Brasil,Universidade Federal do Piauí,Teresina,PI,Brasil
8664169441117482,Macapá,AP,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
8666548473150908,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8669668633454299,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8674246016323947,Fortaleza,CE,Brasil,Universidade Federal do Piauí,Teresina,PI,Brasil
8678564148136140,Juiz de Fora,MG,Brasil,Instituto Nacional de Pesquisas Espaciais,São José dos Campos,SP,Brasil
8688694657606654,Rosario,,Argentina,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8688736650901616,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8696858608013659,Pelotas,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
8701122785988842,Belém,PA,Brasil,Universidade de Brasília,Brasilia,DF,Brasil
8715023255304328,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
8718370108324505,Abaetetuba,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
8721647772738636,Viçosa,MG,Brasil,Universidade Estadual de Santa Cruz,Ilhéus,BA,Brasil
8721994758453503,Bom Jesus,RS,Brasil,Museu Paraense Emílio Goeldi,Belém,PA,Brasil
8722112918837027,Rio de Janeiro,RJ,Brasil,Universidade Federal do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8729788626458996,Brasília,DF,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Brasília,DF,Brasil
8730828720954911,Cornélio Procópio,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
8733003047788389,Rio de Janeiro,RJ,Brasil,Universidade Federal Rural do Rio de Janeiro,Seropedica,RJ,Brasil
8752243933474803,Rio do Sul,SC,Brasil,Universidade Federal de Santa Catarina,Florianópolis,SC,Brasil
8755682183778618,Belo Horizonte,MG,Brasil,Universidade Federal de Ouro Preto,Ouro Preto,MG,Brasil
8773698552648150,"Providence, Rhode Island",,Estados Unidos,Instituto Nacional de Pesquisas da Amazônia,Manaus,AM,Brasil
8777914359430078,Ijuí,RS,Brasil,Universidade Feevale,Novo Hamburgo,RS,Brasil
8788632680037006,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8789150442726795,Campinas,SP,Brasil,Faculdade de Ciências Aplicadas - Unicamp,Limeira,SP,Brasil
8795198390972971,Maringá,SP,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
8797685933461323,Santos,SP,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
8801080897723883,Goiânia,GO,Brasil,Universidade Federal de Goiás,Goiânia,GO,Brasil
8806095256853243,Pelotas,RS,Brasil,Universidade Federal de Pelotas,Pelotas,RS,Brasil
8812184151373749,Manaus,AM,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8814217649491828,São Paulo,SP,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8821559850261716,Belo Horizonte,MG,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
8822284125037565,Porto Alegre,RS,Brasil,Santa Casa de Misericórdia do Rio de Janeiro
8827624220938506,Lavras,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
8833561166396452,São Caetano do Sul,SP,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8835491732653277,São Paulo,SP,Brasil,Universidade Federal de Viçosa,Viçosa,MG,Brasil
8843113233262619,Natal,RN,Brasil,Universidade Federal Rural do Semi-Árido,Mossoro,RN,Brasil
8850688493029765,Piracicaba,SP,Brasil,Instituto de Zootecnia do Governo do Estado de São Paulo,Sertãozinho,SP,Brasil
8851828663496808,Olinda,PE,Brasil,Universidade Federal de Alagoas,Rio Largo,AL,Brasil
8862011328139639,Carangola,MG,Brasil,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Campos dos Goytacazes,RJ,Brasil
8867836268820998,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
8875361042998659,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8877272658065995,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8878872105271901,Porto Alegre,RS,Brasil,Universidade Federal do Rio Grande do Sul,Porto Alegre,RS,Brasil
8882084525542926,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8885774273217562,Natal,RN,Brasil,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
8886217002903392,Rio de Janeiro,RJ,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
8886634592087842,Belo Horizonte,MG,Brasil,Universidade Federal de Minas Gerais,Belo Horizonte,MG,Brasil
8891045064075199,Rio de Janeiro,RJ,Brasil,Universidade Federal da Bahia,Salvador,BA,Brasil
8896651184442343,Mauá,SP,Brasil,Universidade Federal de São Paulo,Guarulhos,SP,Brasil
8897205603004682,São Paulo,SP,Brasil,Instituto Agronômico de Campinas,Campinas,SP,Brasil
8899367535416723,Santo Inácio,PR,Brasil,Universidade Estadual de Maringá,Maringá,PR,Brasil
8902002461422112,Fortaleza,CE,Brasil,Universidade Federal do Ceará,Fortaleza,CE,Brasil
8904263445943094,Curitiba,PR,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
8904451083627425,Rio de Janeiro,RJ,Brasil,Universidade Federal do Espírito Santo,Alegre,ES,Brasil
8907835195811403,Rio de Janeiro,RJ,Brasil,Instituto Nacional de Matemática Pura e Aplicada,Rio de Janeiro,RJ,Brasil
8909243237236516,Uberaba,MG,Brasil,Universidade Federal do Triângulo Mineiro,Uberaba,MG,Brasil
8915857060495609,Campos dos Goytacazes,RJ,Brasil,Instituto de Pesquisa Jardim Botânico do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8916191109480157,Recife,PE,Brasil,Universidade Federal da Paraíba
8921901031367516,C. Habana,,Cuba,Universidade Federal do Rio Grande do Norte,Natal,RN,Brasil
8921922898103482,Itumirim,MG,Brasil,Universidade Federal de Lavras,Lavras,MG,Brasil
8922470135347131,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8922871327510362,Rio de Janeiro,SP,Brasil,Fundação Oswaldo Cruz,Rio de Janeiro,RJ,Brasil
8925349327322997,Soledade,RS,Brasil,Universidade Tecnológica Federal do Paraná,Pato Branco,PR,Brasil
8928890008799265,Vitória,ES,Brasil,Universidade Federal do Espírito Santo,Vitória,ES,Brasil
8929218197089001,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro
8932945805678640,São Paulo,SP,Brasil,Universidade de São Paulo,São Paulo,SP,Brasil
8937125213120268,Ijuí,RS,Brasil,Universidade Federal de Santa Maria,Santa Maria,RS,Brasil
8938338234755961,Rio de Janeiro,RJ,Brasil,Pontifícia Universidade Católica do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8940530306495736,Rio de Janeiro,RJ,Brasil,Universidade Federal do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8945434766721181,Rio de Janeiro,RJ,Brasil,Universidade Federal do Paraná,Curitiba,PR,Brasil
8948736724490274,Niterói,RJ,Brasil,Universidade Federal Fluminense,Niterói,RJ,Brasil
8950586647715771,Belém,PA,Brasil,Universidade Federal do Pará,Belém,PA,Brasil
8951119580894280,Rio de Janeiro,RJ,Brasil,Universidade do Estado do Rio de Janeiro,Rio de Janeiro,RJ,Brasil
8951221071397719,Nova Iguaçu,RJ,Brasil,Universidade Federal Fluminense,Niteroi,RJ,Brasil
8954116936278371,São Paulo,SP,Brasil,Universidade Estadual de Campinas,Campinas,SP,Brasil
8955841750619237,Recife,PE,Brasil,Universidade Federal de Pernambuco,Recife,PE,Brasil
8972472943028672,Lavras,MG,Brasil,Empresa Brasileira de Pesquisa Agropecuária,Juiz de Fora,MG,Brasil
